transaction_id,customer_id,ts,amount,type,merchant,channel,atm_owner,pos_scope,transfer_scope
TXN_00021,CUST_001,2026-01-03 10:04:00,276.54,atm_withdrawal,,atm,nedbank,,
TXN_00022,CUST_001,2026-01-17 06:34:00,868.4,atm_withdrawal,,atm,nedbank,,
TXN_00023,CUST_001,2026-01-20 18:30:00,372.01,atm_withdrawal,,atm,other_bank,,
TXN_00024,CUST_001,2026-01-15 06:06:00,515.9,atm_withdrawal,,atm,nedbank,,
TXN_00025,CUST_001,2026-01-15 13:29:00,105.67,airtime_purchase,airtime,online,,,
TXN_00026,CUST_001,2026-01-03 12:46:00,107.54,airtime_purchase,airtime,online,,,
TXN_00027,CUST_001,2026-01-09 06:12:00,500.3,electricity_purchase,utilities,online,,,
TXN_00028,CUST_001,2026-01-10 14:15:00,170.09,electricity_purchase,utilities,online,,,
TXN_00029,CUST_001,2026-01-03 20:34:00,77.61,airtime_purchase,airtime,online,,,
TXN_00030,CUST_001,2026-01-04 20:54:00,852.42,cashout,spar,pos,,local,
TXN_00031,CUST_001,2026-01-17 15:13:00,249.68,cashout,pep,pos,,local,
TXN_00032,CUST_001,2026-01-07 14:00:00,912.2,cashout,pep,pos,,local,
TXN_00033,CUST_001,2026-01-27 20:29:00,338.68,cashout,clicks,pos,,local,
TXN_00034,CUST_001,2026-01-25 20:35:00,480.71,cashout,pep,pos,,local,
TXN_00035,CUST_001,2026-01-11 11:03:00,239.32,cashout,shoprite,pos,,local,
TXN_00036,CUST_002,2026-01-01 16:00:00,-6243.54,income,,,,,
TXN_00037,CUST_002,2026-01-23 07:25:00,189.37,pos_purchase,groceries,pos,,local,
TXN_00038,CUST_002,2026-01-20 19:02:00,717.72,pos_purchase,fuel,pos,,local,
TXN_00039,CUST_002,2026-01-31 08:13:00,487.75,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00040,CUST_002,2026-01-23 20:19:00,249.21,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00041,CUST_002,2026-01-02 14:39:00,746.76,third_party_payment,transfer,online,,,
TXN_00042,CUST_002,2026-01-18 08:08:00,104.95,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00043,CUST_002,2026-01-30 07:23:00,1413.24,atm_withdrawal,,atm,other_bank,,
TXN_00044,CUST_002,2026-01-19 22:19:00,570.48,atm_withdrawal,,atm,nedbank,,
TXN_00045,CUST_002,2026-01-22 16:00:00,995.18,atm_withdrawal,,atm,other_bank,,
TXN_00046,CUST_002,2026-01-31 21:06:00,1068.22,atm_withdrawal,,atm,nedbank,,
TXN_00047,CUST_002,2026-01-05 03:47:00,1420.61,atm_withdrawal,,atm,nedbank,,
TXN_00048,CUST_002,2026-01-21 06:45:00,919.19,atm_withdrawal,,atm,nedbank,,
TXN_00049,CUST_002,2026-01-29 08:32:00,645.74,atm_withdrawal,,atm,nedbank,,
TXN_00050,CUST_002,2026-01-29 01:05:00,835.09,atm_withdrawal,,atm,other_bank,,
TXN_00051,CUST_002,2026-01-03 00:21:00,1024.57,atm_withdrawal,,atm,other_bank,,
TXN_00052,CUST_002,2026-01-10 05:47:00,1202.45,atm_withdrawal,,atm,nedbank,,
TXN_00053,CUST_002,2026-01-19 00:07:00,774.39,atm_withdrawal,,atm,other_bank,,
TXN_00054,CUST_002,2026-01-30 04:34:00,297.82,atm_withdrawal,,atm,other_bank,,
TXN_00055,CUST_002,2026-01-19 04:27:00,246.84,atm_withdrawal,,atm,nedbank,,
TXN_00056,CUST_002,2026-01-30 01:57:00,365.68,atm_withdrawal,,atm,nedbank,,
TXN_00057,CUST_002,2026-01-23 03:22:00,665.15,atm_withdrawal,,atm,nedbank,,
TXN_00058,CUST_002,2026-01-15 19:47:00,1214.15,atm_withdrawal,,atm,other_bank,,
TXN_00059,CUST_002,2026-01-29 05:51:00,400.92,atm_withdrawal,,atm,other_bank,,
TXN_00060,CUST_002,2026-01-02 05:47:00,1254.0,atm_withdrawal,,atm,other_bank,,
TXN_00061,CUST_002,2026-01-15 21:55:00,1401.83,atm_withdrawal,,atm,other_bank,,
TXN_00062,CUST_002,2026-01-07 22:06:00,1155.57,atm_withdrawal,,atm,nedbank,,
TXN_00063,CUST_002,2026-01-17 07:12:00,697.3,atm_withdrawal,,atm,nedbank,,
TXN_00064,CUST_002,2026-01-11 07:14:00,1261.56,atm_withdrawal,,atm,nedbank,,
TXN_00065,CUST_002,2026-01-12 08:55:00,105.8,airtime_purchase,airtime,online,,,
TXN_00066,CUST_002,2026-01-13 20:32:00,145.7,airtime_purchase,airtime,online,,,
TXN_00067,CUST_002,2026-01-02 03:56:00,439.76,electricity_purchase,utilities,online,,,
TXN_00068,CUST_002,2026-01-03 03:38:00,189.28,electricity_purchase,utilities,online,,,
TXN_00069,CUST_002,2026-01-15 19:32:00,272.84,electricity_purchase,utilities,online,,,
TXN_00070,CUST_002,2026-01-30 17:12:00,204.08,cashout,clicks,pos,,local,
TXN_00071,CUST_002,2026-01-15 08:33:00,139.95,cashout,spar,pos,,local,
TXN_00072,CUST_002,2026-01-04 18:58:00,427.8,cashout,clicks,pos,,local,
TXN_00073,CUST_002,2026-01-23 09:46:00,660.84,cashout,clicks,pos,,local,
TXN_00074,CUST_002,2026-01-23 14:20:00,556.41,cashout,pep,pos,,local,
TXN_00075,CUST_002,2026-01-19 10:12:00,727.49,cashout,pep,pos,,local,
TXN_00076,CUST_002,2026-01-14 18:47:00,698.44,cashout,spar,pos,,local,
TXN_00077,CUST_003,2026-01-04 14:00:00,-13678.97,income,,,,,
TXN_00078,CUST_003,2026-01-23 02:18:00,645.3,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00079,CUST_003,2026-01-04 07:43:00,524.71,third_party_payment,transfer,online,,,
TXN_00080,CUST_003,2026-01-02 01:15:00,654.92,pos_purchase,fuel,pos,,local,
TXN_00081,CUST_003,2026-01-15 20:36:00,626.37,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00082,CUST_003,2026-01-14 07:09:00,572.27,pos_purchase,ecommerce,pos,,local,
TXN_00083,CUST_003,2026-01-26 13:14:00,613.22,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00084,CUST_003,2026-01-03 17:15:00,768.47,pos_purchase,ecommerce,pos,,local,
TXN_00085,CUST_003,2026-01-23 16:35:00,150.0,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00086,CUST_003,2026-01-30 14:39:00,974.09,atm_withdrawal,,atm,other_bank,,
TXN_00087,CUST_003,2026-01-15 17:28:00,1259.51,atm_withdrawal,,atm,other_bank,,
TXN_00088,CUST_003,2026-01-17 14:16:00,1366.37,atm_withdrawal,,atm,other_bank,,
TXN_00089,CUST_003,2026-01-10 16:31:00,1177.31,atm_withdrawal,,atm,other_bank,,
TXN_00090,CUST_003,2026-01-04 22:18:00,1014.77,atm_withdrawal,,atm,nedbank,,
TXN_00091,CUST_003,2026-01-30 17:05:00,504.84,atm_withdrawal,,atm,nedbank,,
TXN_00092,CUST_003,2026-01-24 04:45:00,379.89,atm_withdrawal,,atm,nedbank,,
TXN_00093,CUST_003,2026-01-12 17:29:00,478.14,atm_withdrawal,,atm,nedbank,,
TXN_00094,CUST_003,2026-01-15 12:57:00,740.51,atm_withdrawal,,atm,nedbank,,
TXN_00095,CUST_003,2026-01-02 18:24:00,1200.73,atm_withdrawal,,atm,other_bank,,
TXN_00096,CUST_003,2026-01-11 12:54:00,820.07,atm_withdrawal,,atm,other_bank,,
TXN_00097,CUST_003,2026-01-19 23:47:00,1359.13,atm_withdrawal,,atm,other_bank,,
TXN_00098,CUST_003,2026-01-09 15:14:00,909.97,atm_withdrawal,,atm,nedbank,,
TXN_00099,CUST_003,2026-01-14 10:42:00,554.82,atm_withdrawal,,atm,nedbank,,
TXN_00100,CUST_003,2026-01-07 14:58:00,1082.88,atm_withdrawal,,atm,nedbank,,
TXN_00101,CUST_003,2026-01-02 12:37:00,365.92,atm_withdrawal,,atm,nedbank,,
TXN_00102,CUST_003,2026-01-22 13:08:00,933.71,atm_withdrawal,,atm,nedbank,,
TXN_00103,CUST_003,2026-01-10 12:20:00,1326.91,atm_withdrawal,,atm,nedbank,,
TXN_00104,CUST_003,2026-01-26 12:17:00,475.16,atm_withdrawal,,atm,nedbank,,
TXN_00105,CUST_003,2026-01-10 02:30:00,1177.61,atm_withdrawal,,atm,other_bank,,
TXN_00106,CUST_003,2026-01-13 07:41:00,225.2,atm_withdrawal,,atm,nedbank,,
TXN_00107,CUST_003,2026-01-26 00:15:00,121.56,airtime_purchase,airtime,online,,,
TXN_00108,CUST_003,2026-01-09 04:30:00,129.1,airtime_purchase,airtime,online,,,
TXN_00109,CUST_003,2026-01-16 22:16:00,93.32,airtime_purchase,airtime,online,,,
TXN_00110,CUST_003,2026-01-26 05:19:00,183.89,electricity_purchase,utilities,online,,,
TXN_00111,CUST_003,2026-01-20 21:58:00,95.23,airtime_purchase,airtime,online,,,
TXN_00112,CUST_003,2026-01-04 18:44:00,298.33,electricity_purchase,utilities,online,,,
TXN_00113,CUST_003,2026-01-29 21:38:00,33.25,airtime_purchase,airtime,online,,,
TXN_00114,CUST_003,2026-01-13 17:27:00,123.51,airtime_purchase,airtime,online,,,
TXN_00115,CUST_003,2026-01-04 16:41:00,695.37,cashout,clicks,pos,,local,
TXN_00116,CUST_003,2026-01-15 15:06:00,111.39,cashout,pep,pos,,local,
TXN_00117,CUST_003,2026-01-22 15:45:00,964.71,cashout,spar,pos,,local,
TXN_00118,CUST_003,2026-01-25 16:41:00,491.94,cashout,clicks,pos,,local,
TXN_00119,CUST_003,2026-01-31 16:49:00,654.32,cashout,pep,pos,,local,
TXN_00120,CUST_003,2026-01-25 12:20:00,8993.7,cash_deposit,branch_teller,branch,,,
TXN_00121,CUST_003,2026-01-28 09:17:00,17108.41,cash_deposit,branch_teller,branch,,,
TXN_00122,CUST_003,2026-01-09 15:36:00,17691.81,cash_deposit,branch_teller,branch,,,
TXN_00123,CUST_003,2026-01-14 13:01:00,12401.47,cash_deposit,branch_teller,branch,,,
TXN_00124,CUST_003,2026-01-12 10:31:00,10138.98,cash_deposit,branch_teller,branch,,,
TXN_00125,CUST_004,2026-01-03 17:00:00,-15322.16,income,,,,,
TXN_00126,CUST_004,2026-01-09 23:26:00,761.05,pos_purchase,groceries,pos,,local,
TXN_00127,CUST_004,2026-01-22 22:31:00,618.62,third_party_payment,transfer,online,,,
TXN_00128,CUST_004,2026-01-09 12:44:00,62.93,third_party_payment,transfer,online,,,
TXN_00129,CUST_004,2026-01-17 17:33:00,547.97,pos_purchase,retail_cashout,pos,,local,
TXN_00130,CUST_004,2026-01-13 22:29:00,797.47,pos_purchase,retail_cashout,pos,,local,
TXN_00131,CUST_004,2026-01-25 06:20:00,238.55,pos_purchase,groceries,pos,,local,
TXN_00132,CUST_004,2026-01-08 06:47:00,451.9,pos_purchase,fuel,pos,,local,
TXN_00133,CUST_004,2026-01-05 06:18:00,593.44,third_party_payment,transfer,online,,,
TXN_00134,CUST_004,2026-01-24 17:08:00,184.58,pos_purchase,groceries,pos,,local,
TXN_00135,CUST_004,2026-01-24 04:40:00,780.72,pos_purchase,retail_cashout,pos,,local,
TXN_00136,CUST_004,2026-01-17 15:28:00,704.54,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00137,CUST_004,2026-01-29 15:07:00,774.12,pos_purchase,retail_cashout,pos,,local,
TXN_00138,CUST_004,2026-01-06 04:51:00,105.56,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00139,CUST_004,2026-01-05 17:48:00,277.88,third_party_payment,transfer,online,,,
TXN_00140,CUST_004,2026-01-26 16:24:00,497.1,third_party_payment,transfer,online,,,
TXN_00141,CUST_004,2026-01-11 18:39:00,382.04,third_party_payment,transfer,online,,,
TXN_00142,CUST_004,2026-01-26 06:40:00,770.08,pos_purchase,groceries,pos,,local,
TXN_00143,CUST_004,2026-01-09 05:35:00,545.32,pos_purchase,fuel,pos,,local,
TXN_00144,CUST_004,2026-01-24 19:30:00,52.01,pos_purchase,ecommerce,pos,,local,
TXN_00145,CUST_004,2026-01-24 14:04:00,223.61,pos_purchase,retail_cashout,pos,,local,
TXN_00146,CUST_004,2026-01-15 03:34:00,640.87,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00147,CUST_004,2026-01-28 04:04:00,161.74,pos_purchase,retail_cashout,pos,,local,
TXN_00148,CUST_004,2026-01-16 03:29:00,644.47,pos_purchase,retail_cashout,pos,,local,
TXN_00149,CUST_004,2026-01-16 02:38:00,757.01,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00150,CUST_004,2026-01-21 08:01:00,374.02,pos_purchase,retail_cashout,pos,,local,
TXN_00151,CUST_004,2026-01-26 21:52:00,771.43,pos_purchase,groceries,pos,,local,
TXN_00152,CUST_004,2026-01-17 16:41:00,80.17,pos_purchase,fuel,pos,,local,
TXN_00153,CUST_004,2026-01-22 15:05:00,258.62,third_party_payment,transfer,online,,,
TXN_00154,CUST_004,2026-01-23 03:54:00,356.26,third_party_payment,transfer,online,,,
TXN_00155,CUST_004,2026-01-11 21:25:00,358.73,pos_purchase,ecommerce,pos,,local,
TXN_00156,CUST_004,2026-01-10 10:07:00,391.12,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00157,CUST_004,2026-01-23 17:29:00,435.95,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00158,CUST_004,2026-01-21 15:40:00,190.69,third_party_payment,transfer,online,,,
TXN_00159,CUST_004,2026-01-19 04:59:00,88.71,third_party_payment,transfer,online,,,
TXN_00160,CUST_004,2026-01-05 00:40:00,710.63,pos_purchase,ecommerce,pos,,local,
TXN_00161,CUST_004,2026-01-19 13:05:00,168.78,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00162,CUST_004,2026-01-16 03:41:00,681.05,pos_purchase,groceries,pos,,local,
TXN_00163,CUST_004,2026-01-24 09:32:00,1281.79,atm_withdrawal,,atm,nedbank,,
TXN_00164,CUST_004,2026-01-17 15:15:00,1117.04,atm_withdrawal,,atm,nedbank,,
TXN_00165,CUST_004,2026-01-08 19:32:00,793.82,atm_withdrawal,,atm,nedbank,,
TXN_00166,CUST_004,2026-01-26 13:21:00,132.32,airtime_purchase,airtime,online,,,
TXN_00167,CUST_004,2026-01-25 09:53:00,510.27,electricity_purchase,utilities,online,,,
TXN_00168,CUST_005,2026-01-02 18:00:00,-30890.45,income,,,,,
TXN_00169,CUST_005,2026-01-03 10:47:00,692.01,pos_purchase,ecommerce,pos,,local,
TXN_00170,CUST_005,2026-01-14 21:50:00,735.07,third_party_payment,transfer,online,,,
TXN_00171,CUST_005,2026-01-06 16:37:00,421.5,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00172,CUST_005,2026-01-05 16:58:00,125.27,pos_purchase,ecommerce,pos,,local,
TXN_00173,CUST_005,2026-01-29 20:09:00,591.83,third_party_payment,transfer,online,,,
TXN_00174,CUST_005,2026-01-12 19:44:00,636.14,pos_purchase,retail_cashout,pos,,local,
TXN_00175,CUST_005,2026-01-29 21:54:00,110.24,pos_purchase,retail_cashout,pos,,local,
TXN_00176,CUST_005,2026-01-29 17:02:00,765.6,third_party_payment,transfer,online,,,
TXN_00177,CUST_005,2026-01-09 23:05:00,563.3,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00178,CUST_005,2026-01-16 05:44:00,123.83,third_party_payment,transfer,online,,,
TXN_00179,CUST_005,2026-01-27 01:18:00,71.71,pos_purchase,retail_cashout,pos,,local,
TXN_00180,CUST_005,2026-01-18 13:36:00,373.02,pos_purchase,fuel,pos,,local,
TXN_00181,CUST_005,2026-01-21 21:15:00,181.3,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00182,CUST_005,2026-01-16 20:16:00,487.37,third_party_payment,transfer,online,,,
TXN_00183,CUST_005,2026-01-30 09:43:00,550.13,third_party_payment,transfer,online,,,
TXN_00184,CUST_005,2026-01-20 09:40:00,105.4,third_party_payment,transfer,online,,,
TXN_00185,CUST_005,2026-01-08 12:54:00,392.63,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00186,CUST_005,2026-01-20 09:44:00,227.9,third_party_payment,transfer,online,,,
TXN_00187,CUST_005,2026-01-10 00:36:00,783.46,pos_purchase,ecommerce,pos,,local,
TXN_00188,CUST_005,2026-01-28 09:49:00,780.2,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00189,CUST_005,2026-01-21 08:43:00,314.24,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00190,CUST_005,2026-01-22 03:57:00,560.64,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00191,CUST_005,2026-01-20 11:46:00,641.46,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00192,CUST_005,2026-01-25 13:11:00,732.22,pos_purchase,retail_cashout,pos,,local,
TXN_00193,CUST_005,2026-01-18 16:58:00,639.88,pos_purchase,retail_cashout,pos,,local,
TXN_00194,CUST_005,2026-01-27 09:47:00,173.41,pos_purchase,ecommerce,pos,,local,
TXN_00195,CUST_005,2026-01-06 07:55:00,401.25,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00196,CUST_005,2026-01-04 12:00:00,348.06,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00197,CUST_005,2026-01-13 21:47:00,543.8,atm_withdrawal,,atm,nedbank,,
TXN_00198,CUST_005,2026-01-28 20:23:00,1074.04,atm_withdrawal,,atm,nedbank,,
TXN_00199,CUST_005,2026-01-02 19:56:00,340.85,atm_withdrawal,,atm,nedbank,,
TXN_00200,CUST_005,2026-01-21 07:41:00,1426.12,atm_withdrawal,,atm,nedbank,,
TXN_00201,CUST_005,2026-01-31 22:19:00,282.18,atm_withdrawal,,atm,other_bank,,
TXN_00202,CUST_005,2026-01-03 09:31:00,158.34,electricity_purchase,utilities,online,,,
TXN_00203,CUST_005,2026-01-14 14:23:00,32.63,airtime_purchase,airtime,online,,,
TXN_00204,CUST_005,2026-01-30 13:41:00,393.67,electricity_purchase,utilities,online,,,
TXN_00205,CUST_005,2026-01-10 01:44:00,128.38,airtime_purchase,airtime,online,,,
TXN_00206,CUST_005,2026-01-09 11:06:00,208.63,electricity_purchase,utilities,online,,,
TXN_00207,CUST_005,2026-01-03 12:17:00,372.23,electricity_purchase,utilities,online,,,
TXN_00208,CUST_005,2026-01-04 21:13:00,145.87,airtime_purchase,airtime,online,,,
TXN_00209,CUST_005,2026-01-09 04:50:00,26.58,airtime_purchase,airtime,online,,,
TXN_00210,CUST_005,2026-01-04 20:35:00,608.12,cashout,spar,pos,,local,
TXN_00211,CUST_005,2026-01-09 13:49:00,16354.53,cash_deposit,branch_teller,branch,,,
TXN_00212,CUST_005,2026-01-30 08:17:00,3377.31,cash_deposit,branch_teller,branch,,,
TXN_00213,CUST_005,2026-01-06 10:34:00,17238.92,cash_deposit,branch_teller,branch,,,
TXN_00214,CUST_006,2026-01-03 01:00:00,-28854.67,income,,,,,
TXN_00215,CUST_006,2026-01-25 02:30:00,365.72,pos_purchase,groceries,pos,,local,
TXN_00216,CUST_006,2026-01-16 16:14:00,321.53,third_party_payment,transfer,online,,,
TXN_00217,CUST_006,2026-01-16 20:01:00,637.42,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00218,CUST_006,2026-01-15 21:06:00,409.24,pos_purchase,ecommerce,pos,,local,
TXN_00219,CUST_006,2026-01-30 02:20:00,732.28,third_party_payment,transfer,online,,,
TXN_00220,CUST_006,2026-01-14 19:33:00,256.26,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00221,CUST_006,2026-01-15 03:50:00,583.37,atm_withdrawal,,atm,nedbank,,
TXN_00222,CUST_006,2026-01-22 17:46:00,1112.31,atm_withdrawal,,atm,other_bank,,
TXN_00223,CUST_006,2026-01-30 07:26:00,1325.14,atm_withdrawal,,atm,nedbank,,
TXN_00224,CUST_006,2026-01-15 23:06:00,640.61,atm_withdrawal,,atm,nedbank,,
TXN_00225,CUST_006,2026-01-10 11:09:00,606.31,atm_withdrawal,,atm,nedbank,,
TXN_00226,CUST_006,2026-01-04 02:05:00,1092.87,atm_withdrawal,,atm,nedbank,,
TXN_00227,CUST_006,2026-01-13 04:35:00,761.44,atm_withdrawal,,atm,other_bank,,
TXN_00228,CUST_006,2026-01-19 10:42:00,277.98,atm_withdrawal,,atm,other_bank,,
TXN_00229,CUST_006,2026-01-23 13:55:00,358.9,atm_withdrawal,,atm,nedbank,,
TXN_00230,CUST_006,2026-01-11 19:19:00,1390.6,atm_withdrawal,,atm,nedbank,,
TXN_00231,CUST_006,2026-01-08 04:42:00,657.14,atm_withdrawal,,atm,nedbank,,
TXN_00232,CUST_006,2026-01-13 17:23:00,826.85,atm_withdrawal,,atm,other_bank,,
TXN_00233,CUST_006,2026-01-09 13:54:00,349.35,atm_withdrawal,,atm,nedbank,,
TXN_00234,CUST_006,2026-01-21 19:43:00,929.26,atm_withdrawal,,atm,other_bank,,
TXN_00235,CUST_006,2026-01-31 21:53:00,1035.51,atm_withdrawal,,atm,nedbank,,
TXN_00236,CUST_006,2026-01-24 09:58:00,114.48,electricity_purchase,utilities,online,,,
TXN_00237,CUST_006,2026-01-29 04:36:00,275.51,electricity_purchase,utilities,online,,,
TXN_00238,CUST_006,2026-01-04 23:33:00,134.79,electricity_purchase,utilities,online,,,
TXN_00239,CUST_006,2026-01-12 05:23:00,68.91,airtime_purchase,airtime,online,,,
TXN_00240,CUST_006,2026-01-30 01:09:00,460.8,electricity_purchase,utilities,online,,,
TXN_00241,CUST_006,2026-01-23 02:17:00,118.08,airtime_purchase,airtime,online,,,
TXN_00242,CUST_006,2026-01-21 14:26:00,430.97,electricity_purchase,utilities,online,,,
TXN_00243,CUST_006,2026-01-26 16:07:00,345.85,cashout,clicks,pos,,local,
TXN_00244,CUST_006,2026-01-11 18:43:00,486.92,cashout,pep,pos,,local,
TXN_00245,CUST_006,2026-01-11 08:14:00,574.24,cashout,pep,pos,,local,
TXN_00246,CUST_006,2026-01-11 11:49:00,649.9,cash_deposit,branch_teller,branch,,,
TXN_00247,CUST_006,2026-01-10 12:20:00,3176.08,cash_deposit,branch_teller,branch,,,
TXN_00248,CUST_007,2026-01-03 02:00:00,-4735.76,income,,,,,
TXN_00249,CUST_007,2026-01-02 14:58:00,606.53,pos_purchase,ecommerce,pos,,local,
TXN_00250,CUST_007,2026-01-20 12:45:00,284.8,pos_purchase,ecommerce,pos,,local,
TXN_00251,CUST_007,2026-01-07 19:29:00,353.77,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00252,CUST_007,2026-01-09 13:37:00,116.1,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00253,CUST_007,2026-01-25 10:14:00,108.99,third_party_payment,transfer,online,,,
TXN_00254,CUST_007,2026-01-18 16:12:00,176.1,pos_purchase,groceries,pos,,local,
TXN_00255,CUST_007,2026-01-09 03:09:00,595.53,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00256,CUST_007,2026-01-26 20:04:00,180.12,pos_purchase,fuel,pos,,local,
TXN_00257,CUST_007,2026-01-16 18:48:00,629.64,pos_purchase,ecommerce,pos,,local,
TXN_00258,CUST_007,2026-01-29 20:20:00,560.85,third_party_payment,transfer,online,,,
TXN_00259,CUST_007,2026-01-22 09:50:00,101.21,pos_purchase,ecommerce,pos,,local,
TXN_00260,CUST_007,2026-01-11 14:28:00,92.13,pos_purchase,groceries,pos,,local,
TXN_00261,CUST_007,2026-01-04 20:55:00,326.55,pos_purchase,retail_cashout,pos,,local,
TXN_00262,CUST_007,2026-01-16 18:35:00,495.56,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00263,CUST_007,2026-01-12 19:30:00,80.77,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00264,CUST_007,2026-01-05 10:45:00,768.29,third_party_payment,transfer,online,,,
TXN_00265,CUST_007,2026-01-09 22:28:00,534.6,pos_purchase,groceries,pos,,local,
TXN_00266,CUST_007,2026-01-13 09:24:00,507.35,eft_transfer_internal,transfer,online,,,to_nedbank_account
TXN_00267,CUST_007,2026-01-27 20:41:00,303.78,third_party_payment,transfer,online,,,
TXN_00268,CUST_007,2026-01-11 08:46:00,297.27,pos_purchase,ecommerce,pos,,local,
TXN_00269,CUST_007,2026-01-12 02:37:00,502.03,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00270,CUST_007,2026-01-06 19:45:00,282.67,eft_transfer_external,transfer,online,,,to_other_bank
TXN_00271,CUST_007,2026-01-14 20:50:00,1419.4,atm_withdrawal,,atm,nedbank,,
TXN_00272,CUST_007,2026-01-24 23:43:00,627.02,atm_withdrawal,,atm,nedbank,,
TXN_00273,CUST_007,2026-01-23 13:32:00,1386.18,atm_withdrawal,,atm,nedbank,,
TXN_00274,CUST_007,2026-01-07 06:21:00,670.38,atm_withdrawal,,atm,nedbank,,
TXN_00275,CUST_007,2026-01-09 04:09:00,1431.97,atm_withdrawal,,atm,nedbank,,
TXN_00276,CUST_007,2026-01-05 16:49:00,300.31,atm_withdrawal,,atm,other_bank,,
TXN_00277,CUST_007,2026-01-21 12:09:00,106.05,airtime_purchase,airtime,online,,,
TXN_00278,CUST_007,2026-01-25 14:02:00,43.51,airtime_purchase,airtime,online,,,
TXN_00279,CUST_007,2026-01-16 19:18:00,282.15,electricity_purchase,utilities,online,,,
TXN_00280,CUST_007,2026-01-11 15:57:00,217.0,electricity_purchase,utilities,online,,,
TXN_00281,CUST_007,2026-01-16 09:49:00,67.82,airtime_purchase,airtime,online,,,
